user_id,rec_date,market_regime_at_rec,treatment,propensity,outcome_30d_return_pct,true_ite,age,risk_tolerance,portfolio_value,tenure_months,current_equity_allocation_pct,regime,volatility_index,interest_rate,inflation_rate,holding_alternatives_pct,holding_bonds_pct,holding_cash_pct,holding_equity_pct,equity_overweight_vs_risk,is_bull,is_bear,is_volatile,log_portfolio_value
302,2024-10-21,volatile,0,0.0721,2.747,-1.636,59,1.0,56421.52,77,20.8,volatile,2.7340989217788154,1.8149054504113276,2.789127019866449,15.98,44.6,18.62,20.8,10.8,0,0,1,10.940605924994225
303,2025-11-03,bear,0,0.1579,0.987,-1.906,46,6.8,66345.21,21,56.8,bear,1.7773218085863045,1.4866297107859083,2.7794249976869776,8.2,26.32,8.68,56.8,-11.200000000000003,0,1,0,11.102626844237967
304,2026-02-12,volatile,0,0.1183,-1.02,-1.491,43,3.4,35885.52,107,37.3,volatile,2.901602934808875,1.5097905699676877,2.856007252908489,13.05,36.51,13.14,37.3,3.299999999999997,0,0,1,10.488089150493472
305,2024-08-20,bull,1,0.4445,3.193,3.215,39,6.4,27628.68,104,57.5,bull,1.0,1.8261517830842,2.552831421390141,12.36,23.33,6.81,57.5,-6.5,1,0,0,10.226609642617717
306,2024-11-28,bear,0,0.2665,-1.518,-1.38,29,8.3,12418.35,119,64.7,bear,2.0496734652767703,1.646993289326088,2.8355503916364277,13.19,18.05,4.06,64.7,-18.299999999999997,0,1,0,9.42693049642055
307,2026-02-15,volatile,0,0.1516,-1.714,-0.394,23,5.5,23386.64,58,36.8,volatile,1.8983413048191575,1.5019582997322405,2.8453022044201792,16.85,35.55,10.8,36.8,-18.200000000000003,0,0,1,10.05992019812645
308,2024-04-30,bull,1,0.4722,4.112,3.039,39,7.5,9688.08,43,50.1,bull,1.0,1.9369502171656503,2.5069910437416207,19.26,23.64,7.0,50.1,-24.9,1,0,0,9.17865154283715
309,2024-05-05,bull,1,0.4799,3.956,2.543,64,5.8,15597.01,91,74.8,bull,1.0,1.8744348857380064,2.499450432828025,6.41,15.31,3.49,74.8,16.799999999999997,1,0,0,9.654834508200558
310,2024-10-20,volatile,0,0.308,3.671,0.889,34,8.7,39692.87,87,82.7,volatile,2.635225177785085,1.7951356967301957,2.7917501483674987,5.89,9.26,2.15,82.7,-4.299999999999997,0,0,1,10.588926853568484
311,2025-07-07,volatile,0,0.0891,0.354,-1.156,31,3.4,32279.7,26,44.5,volatile,1.618147440728425,1.4445585573106388,2.741599182070254,16.79,26.86,11.85,44.5,10.5,0,0,1,10.382193828660402
312,2025-12-30,bear,0,0.05,-1.451,-2.107,39,5.5,778191.59,65,43.1,bear,1.447160078190549,1.444604231979296,2.7936717640311564,22.41,26.36,8.12,43.1,-11.899999999999999,0,1,0,13.564728032483703
313,2025-06-02,bull,1,0.5591,3.281,2.809,53,6.8,9454.11,77,57.7,bull,1.0,1.488500944381374,2.7222211933425187,7.72,27.33,7.25,57.7,-10.299999999999997,1,0,0,9.154204846572144
314,2025-04-03,volatile,0,0.1976,0.13,-0.771,33,5.1,32045.15,55,39.2,volatile,2.600874459659873,1.6310831644728716,2.745669597335684,14.14,34.73,11.92,39.2,-11.799999999999997,0,0,1,10.37490112484483
315,2026-02-24,volatile,1,0.3122,-0.06,-0.011,33,7.8,8745.27,45,54.1,volatile,2.670304751473538,1.5509777361084145,2.856238859173948,16.31,22.46,7.13,54.1,-23.9,0,0,1,9.076268261761678
316,2024-06-29,bear,0,0.1156,1.059,-2.42,27,4.6,24642.16,29,37.5,bear,1.1144320428201315,1.8420538883643007,2.5530293824135653,20.95,33.13,8.41,37.5,-8.5,0,1,0,10.112214076143001
317,2026-03-22,bear,1,0.4047,-1.298,-0.271,39,9.6,25665.6,49,87.8,bear,1.0658126583502332,1.5935031274981395,2.8499908268027663,3.81,6.06,2.33,87.8,-8.200000000000003,0,1,0,10.152906852862577
318,2024-10-29,volatile,1,0.5076,1.954,0.973,33,9.7,84531.54,30,84.6,volatile,2.540427174362761,1.8004978656560968,2.8109047987225044,6.3,7.26,1.84,84.6,-12.400000000000006,0,0,1,11.344879998141026
319,2024-09-27,bull,0,0.7051,1.597,2.576,66,6.1,23163.51,36,44.9,bull,1.0137405210604191,1.833144262662576,2.654481710159761,14.76,31.11,9.22,44.9,-16.1,1,0,0,10.050333474607868
320,2026-05-06,volatile,0,0.3756,2.751,0.124,70,6.6,29991.83,23,53.7,volatile,3.3220582066971347,1.7070759808324825,2.9785090531390868,14.98,26.5,4.82,53.7,-12.299999999999997,0,0,1,10.308680290221503
321,2025-08-13,bull,1,0.6034,3.919,2.744,41,7.9,23616.05,45,71.3,bull,1.0348483597426767,1.4885005500255326,2.713390945907812,5.21,16.96,6.53,71.3,-7.700000000000003,1,0,0,10.06968184460663
322,2025-02-09,bear,0,0.0805,2.031,-2.307,26,3.1,8945.88,76,27.1,bear,1.368122867504676,1.5951626356024025,2.750101641386912,15.97,40.45,16.48,27.1,-3.8999999999999986,0,1,0,9.098948370086596
323,2024-11-13,bear,0,0.0894,-0.21,-2.391,26,2.9,18918.54,45,30.9,bear,1.435497357712474,1.7717248530532306,2.852152894159,24.75,36.62,7.73,30.9,1.8999999999999986,0,1,0,9.847897672609314
324,2025-02-17,bear,0,0.1837,0.259,-0.579,39,8.0,24786.72,17,69.2,bear,1.0,1.5984020471631897,2.738246607859019,9.47,16.19,5.14,69.2,-10.799999999999997,0,1,0,10.118063304859415
325,2025-12-17,bear,0,0.1004,2.633,-1.547,46,6.0,39097.97,96,55.1,bear,1.3643419664370326,1.4617077641946796,2.7933675567425467,10.18,27.98,6.74,55.1,-4.899999999999999,0,1,0,10.573825826467095
326,2024-06-13,bear,0,0.1264,-1.507,-2.019,50,5.0,63509.66,52,47.0,bear,2.4272725473103884,1.8823506753542447,2.531187880213486,13.45,27.19,12.36,47.0,-3.0,0,1,0,11.05894729929505
327,2024-07-01,bear,0,0.0741,-0.026,-1.613,38,5.5,28721.56,70,43.3,bear,2.098045784622372,1.8334124001309569,2.5582035279964974,17.21,28.36,11.13,43.3,-11.700000000000003,0,1,0,10.265403339235762
328,2024-10-22,volatile,0,0.0504,2.044,-2.038,40,1.0,28221.06,63,12.6,volatile,2.326463250245698,1.8088591130459029,2.7878299438132976,21.15,45.04,21.21,12.6,2.5999999999999996,0,0,1,10.247823786714127
329,2025-03-25,volatile,0,0.1718,0.237,-0.739,37,5.1,6497.59,61,36.6,volatile,2.6086854015159147,1.6555541738565205,2.7370679499063533,19.24,30.93,13.22,36.6,-14.399999999999999,0,0,1,8.779186617901054
330,2026-01-06,bear,0,0.1091,0.087,-2.469,49,4.0,62301.11,53,25.5,bear,1.0,1.5188743112031822,2.7828981111137936,14.39,41.72,18.39,25.5,-14.5,0,1,0,11.039734521631269
331,2024-08-02,bear,0,0.2003,0.272,-1.049,58,7.3,18107.87,90,60.2,bear,1.9953003394339597,1.843829343621317,2.583599092059768,5.26,25.82,8.72,60.2,-12.799999999999997,0,1,0,9.80410192938274
332,2025-12-13,bear,0,0.2541,0.866,-1.657,24,7.5,76659.07,102,69.0,bear,1.0,1.4564285465114728,2.8095648554429182,11.13,14.59,5.28,69.0,-6.0,0,1,0,11.247123207371263
333,2026-03-28,volatile,0,0.2301,2.259,-0.429,47,6.7,135461.12,108,45.9,volatile,3.0146624656577066,1.6329352184379546,2.833934289820589,9.92,33.59,10.59,45.9,-21.1,0,0,1,11.816439940858146
334,2025-02-12,bear,0,0.1022,2.014,-1.689,56,6.3,30094.12,53,56.3,bear,1.272088432878709,1.6043278597447226,2.735701437881977,6.74,27.35,9.61,56.3,-6.700000000000003,0,1,0,10.312085082816688
335,2026-05-13,volatile,0,0.1215,0.436,-1.185,57,2.5,13051.9,41,33.8,volatile,3.1042244221231776,1.7383028468386048,3.013893416824136,23.71,33.93,8.56,33.8,8.799999999999997,0,0,1,9.476688996022812
336,2026-03-16,bear,0,0.1393,2.268,-1.851,51,6.7,35714.12,10,42.2,bear,3.035513061107295,1.633557290768955,2.848533000982476,16.25,29.74,11.81,42.2,-24.799999999999997,0,1,0,10.483301407778306
337,2025-12-22,bear,0,0.137,1.168,-1.409,49,6.8,51467.3,53,55.4,bear,1.0,1.466436953527587,2.819788846261905,15.49,24.36,4.75,55.4,-12.600000000000001,0,1,0,10.84870193352847
338,2024-12-26,volatile,0,0.1885,1.987,0.661,58,8.0,26488.87,119,79.2,volatile,2.6299501331538853,1.6230344664586591,2.8096457608923457,6.13,12.45,2.22,79.2,-0.7999999999999972,0,0,1,10.18447992374961
339,2024-10-19,volatile,1,0.4908,0.365,1.12,42,9.7,20660.14,31,82.3,volatile,2.260873115771413,1.8084196487848263,2.7913389655329617,5.29,9.41,3.0,82.3,-14.700000000000003,0,0,1,9.935961519030148
340,2026-02-18,volatile,0,0.1869,3.012,-1.414,52,2.1,63801.51,101,9.7,volatile,2.5416433990753227,1.5154951479140435,2.877877154784203,29.67,49.72,10.91,9.7,-11.3,0,0,1,11.063532136764405
341,2025-02-17,bear,0,0.0645,0.88,-2.267,38,4.7,59729.32,91,48.2,bear,1.0,1.5984020471631897,2.738246607859019,8.96,31.06,11.78,48.2,1.2000000000000028,0,1,0,10.997578301097676
342,2024-02-29,bull,0,0.5655,-3.607,2.571,45,4.0,25686.23,79,32.0,bull,1.0,1.877485535121974,2.4682384778461834,11.41,40.09,16.5,32.0,-8.0,1,0,0,10.15371032962708
343,2025-10-14,volatile,0,0.2176,3.091,-0.405,28,5.8,6946.09,68,56.1,volatile,1.2923599421982646,1.4577323164495453,2.762811549195785,16.44,22.02,5.45,56.1,-1.8999999999999986,0,0,1,8.845934190317687
344,2024-11-28,bear,0,0.0668,0.587,-1.718,40,5.5,57318.47,91,43.0,bear,2.0496734652767703,1.646993289326088,2.8355503916364277,18.71,26.42,11.87,43.0,-12.0,0,1,0,10.95637818933185
345,2026-04-21,volatile,0,0.1444,-0.05,-0.063,29,5.0,16859.55,12,44.6,volatile,3.1555682831795675,1.6760891107644948,2.933995848801151,15.34,26.73,13.34,44.6,-5.399999999999999,0,0,1,9.732672540808192
346,2026-02-10,volatile,0,0.2618,-0.224,0.381,34,7.6,44996.55,16,58.9,volatile,2.0362131590893027,1.5030128141141306,2.859590604805014,8.62,23.41,9.07,58.9,-17.1,0,0,1,10.71434109914675
347,2024-05-02,bull,0,0.3711,1.139,1.541,44,3.3,42241.45,24,33.1,bull,1.0,1.9283046847623888,2.50548641039314,16.91,35.92,14.06,33.1,0.10000000000000142,1,0,0,10.651157245442478
348,2026-03-22,bear,0,0.0863,-0.848,-3.002,48,3.4,5492.03,92,29.3,bear,1.0658126583502332,1.5935031274981395,2.8499908268027663,19.83,38.09,12.78,29.3,-4.699999999999999,0,1,0,8.611053229363838
349,2026-05-03,bear,0,0.1434,-0.375,-2.689,71,3.5,39382.69,52,32.7,bear,1.0,1.6943761530606471,2.9669132866380483,17.47,40.7,9.13,32.7,-2.299999999999997,0,1,0,10.581081658646363
350,2025-11-17,bull,0,0.3871,-0.282,2.503,23,4.8,60750.62,25,34.2,bull,1.725206161187513,1.5073704054414248,2.792078217710108,10.9,41.25,13.65,34.2,-13.799999999999997,1,0,0,11.014532566912033
351,2024-09-27,bull,0,0.3279,0.026,1.883,69,3.0,68675.82,6,34.9,bull,1.0137405210604191,1.833144262662576,2.654481710159761,17.25,39.01,8.84,34.9,4.899999999999999,1,0,0,11.137152451190698
352,2025-09-03,bull,0,0.4538,-0.188,3.132,39,5.4,40837.9,59,49.2,bull,1.0,1.502956248436769,2.7281380050332764,21.39,23.78,5.64,49.2,-4.799999999999997,1,0,0,10.617365850780242
353,2026-02-21,volatile,0,0.1484,1.839,-0.459,60,5.2,5028.18,48,33.5,volatile,2.559145601326557,1.5441834816892293,2.8649138326845343,19.82,38.53,8.15,33.5,-18.5,0,0,1,8.522813368592024
354,2026-01-07,bear,0,0.0777,0.916,-2.578,57,3.9,130233.08,22,45.2,bear,1.057378596410488,1.5101150670623646,2.7750150870812345,5.81,35.61,13.38,45.2,6.200000000000003,0,1,0,11.777081047146643
355,2025-02-08,bear,0,0.1833,1.254,-1.83,73,7.2,54776.84,3,59.0,bear,2.0159897016325115,1.595676064185852,2.743994930606659,13.75,18.69,8.56,59.0,-13.0,0,1,0,10.911022755866608
356,2025-10-06,bull,0,0.3655,1.498,2.824,27,5.4,10901.77,90,49.1,bull,1.3317544642257633,1.486652238327953,2.77612404770974,17.65,25.56,7.69,49.1,-4.899999999999999,1,0,0,9.296680440355267
357,2024-12-31,volatile,0,0.3207,0.546,0.128,73,7.6,16518.51,93,69.3,volatile,1.927371724063312,1.6113437085881248,2.826135935988468,8.51,15.29,6.89,69.3,-6.700000000000003,0,0,1,9.712236849302672
358,2024-09-08,bull,0,0.4001,-0.96,1.928,25,5.1,45762.68,30,48.3,bull,1.0,1.8539340189440636,2.60702694692589,13.71,32.51,5.48,48.3,-2.700000000000003,1,0,0,10.731224190772298
359,2025-09-06,bull,0,0.5316,3.298,2.507,68,5.5,71666.89,59,57.8,bull,1.0,1.5174674160809274,2.731945275796882,13.87,21.27,7.06,57.8,2.799999999999997,1,0,0,11.179784134715904
360,2025-03-11,bear,0,0.1465,1.926,-2.629,56,4.4,22293.2,31,38.5,bear,1.0,1.6552452837958809,2.7366066582366373,20.45,34.09,6.96,38.5,-5.5,0,1,0,10.012036978211345
361,2024-08-14,volatile,0,0.2346,2.998,-0.628,47,5.5,82911.2,49,56.8,volatile,2.0762948971491912,1.8341672229977424,2.580505404057684,6.22,26.61,10.37,56.8,1.7999999999999972,0,0,1,11.325525434531034
362,2025-08-26,bull,1,0.6611,5.134,2.922,43,6.9,6046.49,13,59.3,bull,1.0,1.5140833078414366,2.7031592494206773,9.8,21.59,9.3,59.3,-9.700000000000003,1,0,0,8.707233217374629
363,2024-11-06,volatile,0,0.1466,-0.158,-1.012,26,4.7,12804.36,113,47.0,volatile,2.7161880962828997,1.789548160149475,2.837198144670377,11.98,31.02,10.0,47.0,0.0,0,0,1,9.457541016908184
364,2025-06-24,bull,1,0.62,-0.231,2.654,64,6.5,4608.4,86,58.7,bull,1.291619984722702,1.4710695746617897,2.753745655799884,8.89,25.35,7.06,58.7,-6.299999999999997,1,0,0,8.435636004163898
365,2024-12-10,bear,1,0.0906,-4.045,-2.703,60,3.9,14803.14,108,47.2,bear,1.7796926044153718,1.6565125442295472,2.8083236776428997,15.8,29.54,7.46,47.2,8.200000000000003,0,1,0,9.60259459941116
366,2026-03-08,volatile,0,0.3236,1.606,-0.265,71,7.0,164074.72,36,64.8,volatile,2.339957377465628,1.6192215065783673,2.8549049705032434,9.99,20.85,4.36,64.8,-5.200000000000003,0,0,1,12.008077212803823
367,2026-02-06,volatile,0,0.1644,0.364,-1.162,60,4.3,284304.82,104,36.6,volatile,2.385529133842617,1.5153081308665168,2.864569539912928,20.88,31.61,10.9,36.6,-6.399999999999999,0,0,1,12.55780225141729
368,2025-03-17,bear,0,0.2025,0.043,-1.635,72,7.2,45916.99,62,55.3,bear,1.195913412005523,1.647441902194157,2.7409738168036712,15.06,23.56,6.08,55.3,-16.700000000000003,0,1,0,10.734590480064545
369,2025-10-08,volatile,0,0.1443,-3.159,-0.738,69,5.6,19178.99,24,48.8,volatile,2.0857961106515672,1.4853603408225564,2.779610843681179,14.46,25.0,11.73,48.8,-7.200000000000003,0,0,1,9.861570688031081
370,2024-07-04,bear,0,0.2014,0.72,-0.924,44,8.5,29096.12,40,63.4,bear,1.0,1.8432454502992144,2.563901398343014,10.07,20.8,5.73,63.4,-21.6,0,1,0,10.278360110936571
371,2026-06-13,bull,1,0.4845,0.723,1.87,59,3.2,58298.98,97,24.0,bull,1.0,1.7305904219650858,2.986951844910327,11.94,47.06,17.01,24.0,-8.0,1,0,0,10.973339876473696
372,2024-08-05,bear,0,0.0896,-0.65,-2.542,36,2.5,7608.48,93,10.5,bear,1.3142750842561035,1.8332350789095209,2.5680118546313637,30.67,42.26,16.57,10.5,-14.5,0,1,0,8.937018693717691
373,2026-02-20,volatile,0,0.1885,1.801,-0.294,64,4.3,20486.08,86,27.7,volatile,1.37957057467624,1.5431592535820402,2.861542226760092,22.25,36.95,13.1,27.7,-15.3,0,0,1,9.927500910094782
374,2026-02-02,volatile,0,0.163,-1.114,-1.137,54,2.7,152495.91,27,44.8,volatile,3.002253775803078,1.5034312345466658,2.8554852534754684,16.84,32.77,5.59,44.8,17.799999999999997,0,0,1,11.934893054997818
375,2024-07-05,bear,0,0.075,-0.962,-2.705,45,2.7,12762.8,78,23.6,bear,2.129085403739555,1.8540366880924564,2.5729008610286512,23.19,42.23,10.98,23.6,-3.3999999999999986,0,1,0,9.454289968562959
376,2024-02-09,bull,0,0.5758,0.928,3.082,55,6.7,17170.96,112,72.1,bull,1.0,1.839634993395407,2.492325449928786,9.12,15.53,3.25,72.1,5.099999999999994,1,0,0,9.750974863802034
377,2025-10-31,bull,0,0.4244,1.899,2.64,36,5.5,36797.81,6,51.7,bull,1.0,1.468042741107812,2.775707448614589,9.9,29.63,8.77,51.7,-3.299999999999997,1,0,0,10.513193611516614
378,2026-02-22,volatile,1,0.2718,-0.859,-0.785,54,4.5,48201.35,39,41.1,volatile,1.9954503664025456,1.5588018902831653,2.8643515773084194,17.22,28.99,12.69,41.1,-3.8999999999999986,0,0,1,10.783142307945221
379,2025-10-13,volatile,0,0.2533,2.737,-0.749,47,4.7,19438.21,10,30.9,volatile,2.353000612885608,1.4667840670169812,2.7706801931711995,24.43,31.62,13.05,30.9,-16.1,0,0,1,9.874995995585673
380,2024-03-21,bull,1,0.6453,0.442,1.833,39,4.3,39220.87,13,40.1,bull,1.3396578282160605,1.9138635415251029,2.456337738718487,20.59,32.97,6.35,40.1,-2.8999999999999986,1,0,0,10.576964282064226
381,2025-08-13,bull,1,0.8647,2.315,3.742,73,8.8,66698.62,119,86.7,bull,1.0348483597426767,1.4885005500255326,2.713390945907812,5.17,6.65,1.48,86.7,-1.2999999999999972,1,0,0,11.107939542034508
382,2025-01-05,bull,0,0.3005,-1.794,2.041,25,4.0,258190.21,29,50.5,bull,1.0,1.596608083875284,2.8285218236981424,9.78,29.53,10.19,50.5,10.5,1,0,0,12.461451840331916
383,2026-04-04,bear,0,0.05,-2.018,-2.345,62,2.9,32008.46,22,32.5,bear,1.0,1.6690947357095751,2.8466502955786184,28.06,31.58,7.86,32.5,3.5,0,1,0,10.373755521840952
384,2025-12-25,bear,0,0.0698,1.154,-1.245,33,7.1,34846.32,9,50.5,bear,3.127023201122091,1.4489635023277274,2.834537702543318,12.07,30.99,6.44,50.5,-20.5,0,1,0,10.458702815204187
385,2025-12-24,bear,0,0.1608,-0.9,-2.308,33,5.1,167284.69,117,38.0,bear,1.3269429842027276,1.4577893116612284,2.8332202015847603,17.77,31.67,12.56,38.0,-13.0,0,1,0,12.027452370533977
386,2025-01-19,volatile,0,0.5482,-1.331,1.104,30,9.6,20969.71,56,70.4,volatile,2.025625188009541,1.5912720956093915,2.7902839518111957,8.75,13.68,7.17,70.4,-25.599999999999994,0,0,1,9.950834294520417
387,2024-11-06,volatile,0,0.1603,1.088,-1.598,27,4.4,9659.02,95,51.0,volatile,2.7161880962828997,1.789548160149475,2.837198144670377,15.58,22.28,11.14,51.0,7.0,0,0,1,9.175647472784876
388,2026-01-13,bear,1,0.1062,1.0,-0.911,28,7.2,46641.64,30,73.5,bear,1.0,1.550581703737629,2.79374644437266,9.42,13.84,3.25,73.5,1.5,0,1,0,10.75024898335643
389,2024-05-11,bear,1,0.1946,0.535,-1.742,66,7.7,106529.27,77,65.5,bear,1.0195676274759118,1.881341024217456,2.4768869561945284,7.89,18.13,8.48,65.5,-11.5,0,1,0,11.576175062051961
390,2024-04-28,bull,1,0.5082,4.201,2.349,71,4.5,52106.61,106,39.1,bull,1.0,1.9615659526718967,2.525022390756634,20.42,33.85,6.63,39.1,-5.899999999999999,1,0,0,10.861047091095115
391,2024-03-26,bull,0,0.496,-0.863,2.178,52,4.0,32957.84,80,50.4,bull,1.117921669132966,1.926901166655052,2.463499171069845,11.91,31.66,6.03,50.4,10.399999999999999,1,0,0,10.40298444789538
392,2025-04-19,bear,1,0.2014,-0.134,-1.213,22,7.0,8532.24,62,51.2,bear,1.0,1.6034478173920494,2.69888314550098,21.09,22.49,5.21,51.2,-18.799999999999997,0,1,0,9.051607208590836
393,2024-04-07,bull,1,0.6867,4.122,2.731,67,6.6,34256.47,26,56.6,bull,1.0,1.9579202025914968,2.4809421191113072,11.36,26.7,5.34,56.6,-9.399999999999999,1,0,0,10.441630730959536
394,2025-06-19,bull,1,0.3417,0.754,1.016,53,2.7,124636.27,28,32.6,bull,1.0,1.4442787226366152,2.759609466810965,18.37,32.74,16.29,32.6,5.600000000000001,1,0,0,11.733154934469358
395,2024-06-25,bear,0,0.1103,0.716,-2.788,49,3.2,10571.14,72,25.5,bear,1.6240710723133531,1.8313276108796237,2.5423328974020043,21.22,42.64,10.64,25.5,-6.5,0,1,0,9.265882925461119
396,2026-03-13,volatile,0,0.0961,-1.524,-1.916,72,1.0,28431.5,54,11.9,volatile,2.2067771188867917,1.6019428531878184,2.841903176652229,26.1,49.98,12.02,11.9,1.9000000000000004,0,0,1,10.255252964421004
397,2025-02-09,bear,0,0.1124,-0.295,-2.255,43,6.7,24649.58,6,51.2,bear,1.368122867504676,1.5951626356024025,2.750101641386912,14.69,26.78,7.33,51.2,-15.799999999999997,0,1,0,10.112515140786124
398,2024-04-22,bull,0,0.6266,1.123,2.364,41,5.0,18075.19,24,56.3,bull,1.0,1.990122465116336,2.489079853446568,9.25,25.11,9.34,56.3,6.299999999999997,1,0,0,9.802295558728288
399,2025-09-24,bull,0,0.615,2.836,2.087,63,5.2,46533.28,52,61.7,bull,1.0,1.4694635398697715,2.7296567518649426,13.74,19.9,4.66,61.7,9.700000000000003,1,0,0,10.747923034509837
400,2024-11-20,bear,0,0.0595,2.147,-2.825,49,2.1,56574.03,22,25.6,bear,1.0211941377288765,1.6764707093176678,2.8556366760577903,19.73,38.77,15.9,25.6,4.600000000000001,0,1,0,10.943305324972519
401,2024-09-15,bull,0,0.4335,1.463,1.766,59,3.3,55984.32,66,31.0,bull,1.7867607184068357,1.8734041300552768,2.614298898000964,12.06,41.91,15.03,31.0,-2.0,1,0,0,10.932826930509968
402,2025-08-25,bull,1,0.6562,3.448,2.788,58,4.5,13673.16,36,36.7,bull,1.0,1.5082284455189758,2.7081632866358434,8.32,40.82,14.16,36.7,-8.299999999999997,1,0,0,9.523190066134859
403,2026-05-08,volatile,0,0.0909,0.4,-0.967,66,4.2,7002.46,35,39.4,volatile,2.206551724674373,1.7323969543405948,2.9692467764902397,9.83,39.01,11.76,39.4,-2.6000000000000014,0,0,1,8.854016794872322
404,2026-05-29,bull,1,0.6924,1.118,2.689,38,5.7,47211.29,13,45.5,bull,1.0,1.7465231399230396,2.969022956607771,17.05,27.02,10.42,45.5,-11.5,1,0,0,10.762388337886359
405,2025-02-12,bear,0,0.1381,-0.606,-1.704,25,6.7,21896.48,60,56.1,bear,1.272088432878709,1.6043278597447226,2.735701437881977,17.46,21.49,4.95,56.1,-10.899999999999999,0,1,0,9.99408117229244
406,2026-02-04,volatile,0,0.5939,-0.396,0.363,47,10.0,228276.38,23,83.3,volatile,1.6914955434485068,1.4999555897939327,2.8688447063652016,5.6,8.52,2.58,83.3,-16.700000000000003,0,0,1,12.338312366806319
407,2024-08-01,bear,0,0.1296,1.445,-2.061,56,5.5,239069.53,76,45.3,bear,1.763436431848212,1.8470447014678564,2.594233481843142,13.88,32.37,8.45,45.3,-9.700000000000003,0,1,0,12.384509709106576
408,2026-02-03,volatile,0,0.2403,2.103,0.386,65,7.7,265850.6,112,62.4,volatile,2.43960752390207,1.5046643285910903,2.8724482154678084,11.72,16.94,8.93,62.4,-14.600000000000001,0,0,1,12.49068977584173
409,2026-04-26,volatile,0,0.1251,1.592,-0.829,36,3.8,14184.27,109,35.1,volatile,2.8338877602630905,1.6604928694098695,2.954707824647917,19.5,36.86,8.54,35.1,-2.8999999999999986,0,0,1,9.559888883105865
410,2025-04-24,bull,0,0.4316,2.199,1.422,61,2.2,64175.01,80,22.9,bull,1.0,1.593268980278959,2.679624816273752,29.37,38.59,9.15,22.9,0.8999999999999986,1,0,0,11.069369161563248
411,2025-04-29,bull,1,0.4925,2.515,1.853,66,4.8,86764.47,97,40.1,bull,1.13126306489064,1.5924869597761278,2.6857630170354976,14.03,37.82,8.06,40.1,-7.899999999999999,1,0,0,11.370952485052078
412,2025-06-04,bull,0,0.2708,-1.045,1.733,64,2.3,77524.88,110,32.2,bull,1.0348636698675242,1.5092273729683374,2.7324035520053718,15.07,43.27,9.47,32.2,9.200000000000003,1,0,0,11.258354196079674
413,2024-04-05,bull,1,0.5264,3.141,2.626,64,5.5,25478.8,82,34.3,bull,1.0,1.973643167467514,2.4887391306093547,18.96,40.07,6.67,34.3,-20.700000000000003,1,0,0,10.145602012815678
414,2026-02-13,volatile,1,0.1677,-1.322,-0.727,74,3.9,130504.75,31,49.9,volatile,2.810968600554338,1.5003416737916648,2.8488492210095444,14.93,27.39,7.78,49.9,10.899999999999999,0,0,1,11.77916490354991
415,2025-11-01,bear,0,0.0841,1.382,-3.252,57,1.6,36332.76,60,22.3,bear,1.0,1.4674395985766746,2.7888701099601727,18.2,40.16,19.33,22.3,6.300000000000001,0,1,0,10.500475092602155
416,2026-02-23,volatile,1,0.2296,0.267,0.045,41,9.0,41278.87,102,77.9,volatile,1.405416214351363,1.5513985966247783,2.85315633156216,5.91,13.13,3.06,77.9,-12.099999999999994,0,0,1,10.62810602574976
417,2024-05-11,bear,0,0.2261,0.387,-2.17,45,4.4,7802.24,80,46.6,bear,1.0195676274759118,1.881341024217456,2.4768869561945284,14.96,32.07,6.38,46.6,2.6000000000000014,0,1,0,8.962166150936726
418,2025-12-26,bear,0,0.0589,1.46,-2.993,61,2.2,69200.61,44,19.7,bear,1.5425619206711365,1.4523219590565857,2.8325503168795496,16.13,51.01,13.17,19.7,-2.3000000000000007,0,1,0,11.144764956595811
419,2024-12-11,bear,0,0.2358,-0.437,-1.042,34,7.3,27989.6,21,53.8,bear,1.5515241414663583,1.6500750699768847,2.7938583759341493,17.14,22.55,6.51,53.8,-19.200000000000003,0,1,0,10.239588291589236
420,2026-01-10,bear,0,0.0761,1.95,-2.441,53,4.0,57802.01,18,29.7,bear,2.069098066469327,1.5405030917288864,2.785479420306292,19.64,33.82,16.84,29.7,-10.3,0,1,0,10.964778829142334
421,2026-06-10,bull,1,0.7005,1.825,3.146,52,7.7,45941.02,45,61.9,bull,1.0,1.7325227501102891,2.947513135932263,14.0,19.48,4.63,61.9,-15.100000000000001,1,0,0,10.735113678869922
422,2026-03-03,volatile,0,0.1566,0.963,-0.825,57,4.0,43518.29,96,43.6,volatile,2.2282321405871506,1.582307397618628,2.866204038813785,14.41,34.55,7.44,43.6,3.6000000000000014,0,0,1,10.68093658847845
423,2026-04-03,bear,0,0.065,0.394,-2.509,44,4.4,34692.76,66,36.1,bear,1.415567426472489,1.6611375249007698,2.845073469571649,21.15,29.96,12.8,36.1,-7.899999999999999,0,1,0,10.454286298632303
424,2024-05-10,bear,0,0.1034,1.857,-1.984,61,6.2,79745.83,8,58.3,bear,1.9244764331807211,1.881530850214265,2.4911408161873374,13.5,18.83,9.38,58.3,-3.700000000000003,0,1,0,11.28659973087875
425,2024-11-12,volatile,1,0.4289,-1.593,-0.169,25,6.7,29765.56,110,38.0,volatile,2.2126024626049583,1.7906233796435318,2.862228663794008,18.63,34.88,8.5,38.0,-29.0,0,0,1,10.301107299453848
