user_id,asset_class,allocation_pct
298.0,equity,36.5
298.0,bonds,35.11
298.0,cash,15.83
298.0,alternatives,12.56
299.0,equity,30.2
299.0,bonds,35.37
299.0,cash,7.59
299.0,alternatives,26.84
300.0,equity,54.7
300.0,bonds,20.65
300.0,cash,6.71
300.0,alternatives,17.95
301.0,equity,33.1
301.0,bonds,36.77
301.0,cash,7.48
301.0,alternatives,22.66
302.0,equity,20.8
302.0,bonds,44.6
302.0,cash,18.62
302.0,alternatives,15.98
303.0,equity,56.8
303.0,bonds,26.32
303.0,cash,8.68
303.0,alternatives,8.2
304.0,equity,37.3
304.0,bonds,36.51
304.0,cash,13.14
304.0,alternatives,13.05
305.0,equity,57.5
305.0,bonds,23.33
305.0,cash,6.81
305.0,alternatives,12.36
306.0,equity,64.7
306.0,bonds,18.05
306.0,cash,4.06
306.0,alternatives,13.19
307.0,equity,36.8
307.0,bonds,35.55
307.0,cash,10.8
307.0,alternatives,16.85
308.0,equity,50.1
308.0,bonds,23.64
308.0,cash,7.0
308.0,alternatives,19.26
309.0,equity,74.8
309.0,bonds,15.31
309.0,cash,3.49
309.0,alternatives,6.41
310.0,equity,82.7
310.0,bonds,9.26
310.0,cash,2.15
310.0,alternatives,5.89
311.0,equity,44.5
311.0,bonds,26.86
311.0,cash,11.85
311.0,alternatives,16.79
312.0,equity,43.1
312.0,bonds,26.36
312.0,cash,8.12
312.0,alternatives,22.41
313.0,equity,57.7
313.0,bonds,27.33
313.0,cash,7.25
313.0,alternatives,7.72
314.0,equity,39.2
314.0,bonds,34.73
314.0,cash,11.92
314.0,alternatives,14.14
315.0,equity,54.1
315.0,bonds,22.46
315.0,cash,7.13
315.0,alternatives,16.31
316.0,equity,37.5
316.0,bonds,33.13
316.0,cash,8.41
316.0,alternatives,20.95
317.0,equity,87.8
317.0,bonds,6.06
317.0,cash,2.33
317.0,alternatives,3.81
318.0,equity,84.6
318.0,bonds,7.26
318.0,cash,1.84
318.0,alternatives,6.3
319.0,equity,44.9
319.0,bonds,31.11
319.0,cash,9.22
319.0,alternatives,14.76
320.0,equity,53.7
320.0,bonds,26.5
320.0,cash,4.82
320.0,alternatives,14.98
321.0,equity,71.3
321.0,bonds,16.96
321.0,cash,6.53
321.0,alternatives,5.21
322.0,equity,27.1
322.0,bonds,40.45
322.0,cash,16.48
322.0,alternatives,15.97
323.0,equity,30.9
323.0,bonds,36.62
323.0,cash,7.73
323.0,alternatives,24.75
324.0,equity,69.2
324.0,bonds,16.19
324.0,cash,5.14
324.0,alternatives,9.47
325.0,equity,55.1
325.0,bonds,27.98
325.0,cash,6.74
325.0,alternatives,10.18
326.0,equity,47.0
326.0,bonds,27.19
326.0,cash,12.36
326.0,alternatives,13.45
327.0,equity,43.3
327.0,bonds,28.36
327.0,cash,11.13
327.0,alternatives,17.21
328.0,equity,12.6
328.0,bonds,45.04
328.0,cash,21.21
328.0,alternatives,21.15
329.0,equity,36.6
329.0,bonds,30.93
329.0,cash,13.22
329.0,alternatives,19.24
330.0,equity,25.5
330.0,bonds,41.72
330.0,cash,18.39
330.0,alternatives,14.39
331.0,equity,60.2
331.0,bonds,25.82
331.0,cash,8.72
331.0,alternatives,5.26
332.0,equity,69.0
332.0,bonds,14.59
332.0,cash,5.28
332.0,alternatives,11.13
333.0,equity,45.9
333.0,bonds,33.59
333.0,cash,10.59
333.0,alternatives,9.92
334.0,equity,56.3
334.0,bonds,27.35
334.0,cash,9.61
334.0,alternatives,6.74
335.0,equity,33.8
335.0,bonds,33.93
335.0,cash,8.56
335.0,alternatives,23.71
336.0,equity,42.2
336.0,bonds,29.74
336.0,cash,11.81
336.0,alternatives,16.25
337.0,equity,55.4
337.0,bonds,24.36
337.0,cash,4.75
337.0,alternatives,15.49
338.0,equity,79.2
338.0,bonds,12.45
338.0,cash,2.22
338.0,alternatives,6.13
339.0,equity,82.3
339.0,bonds,9.41
339.0,cash,3.0
339.0,alternatives,5.29
340.0,equity,9.7
340.0,bonds,49.72
340.0,cash,10.91
340.0,alternatives,29.67
341.0,equity,48.2
341.0,bonds,31.06
341.0,cash,11.78
341.0,alternatives,8.96
342.0,equity,32.0
342.0,bonds,40.09
342.0,cash,16.5
342.0,alternatives,11.41
343.0,equity,56.1
343.0,bonds,22.02
343.0,cash,5.45
343.0,alternatives,16.44
344.0,equity,43.0
344.0,bonds,26.42
344.0,cash,11.87
344.0,alternatives,18.71
345.0,equity,44.6
345.0,bonds,26.73
345.0,cash,13.34
345.0,alternatives,15.34
346.0,equity,58.9
346.0,bonds,23.41
346.0,cash,9.07
346.0,alternatives,8.62
347.0,equity,33.1
347.0,bonds,35.92
347.0,cash,14.06
347.0,alternatives,16.91
348.0,equity,29.3
348.0,bonds,38.09
348.0,cash,12.78
348.0,alternatives,19.83
349.0,equity,32.7
349.0,bonds,40.7
349.0,cash,9.13
349.0,alternatives,17.47
350.0,equity,34.2
350.0,bonds,41.25
350.0,cash,13.65
350.0,alternatives,10.9
351.0,equity,34.9
351.0,bonds,39.01
351.0,cash,8.84
351.0,alternatives,17.25
352.0,equity,49.2
352.0,bonds,23.78
352.0,cash,5.64
352.0,alternatives,21.39
353.0,equity,33.5
353.0,bonds,38.53
353.0,cash,8.15
353.0,alternatives,19.82
354.0,equity,45.2
354.0,bonds,35.61
354.0,cash,13.38
354.0,alternatives,5.81
355.0,equity,59.0
355.0,bonds,18.69
355.0,cash,8.56
355.0,alternatives,13.75
356.0,equity,49.1
356.0,bonds,25.56
356.0,cash,7.69
356.0,alternatives,17.65
357.0,equity,69.3
357.0,bonds,15.29
357.0,cash,6.89
357.0,alternatives,8.51
358.0,equity,48.3
358.0,bonds,32.51
358.0,cash,5.48
358.0,alternatives,13.71
359.0,equity,57.8
359.0,bonds,21.27
359.0,cash,7.06
359.0,alternatives,13.87
360.0,equity,38.5
360.0,bonds,34.09
360.0,cash,6.96
360.0,alternatives,20.45
361.0,equity,56.8
361.0,bonds,26.61
361.0,cash,10.37
361.0,alternatives,6.22
362.0,equity,59.3
362.0,bonds,21.59
362.0,cash,9.3
362.0,alternatives,9.8
363.0,equity,47.0
363.0,bonds,31.02
363.0,cash,10.0
363.0,alternatives,11.98
364.0,equity,58.7
364.0,bonds,25.35
364.0,cash,7.06
364.0,alternatives,8.89
365.0,equity,47.2
365.0,bonds,29.54
365.0,cash,7.46
365.0,alternatives,15.8
366.0,equity,64.8
366.0,bonds,20.85
366.0,cash,4.36
366.0,alternatives,9.99
367.0,equity,36.6
367.0,bonds,31.61
367.0,cash,10.9
367.0,alternatives,20.88
368.0,equity,55.3
368.0,bonds,23.56
368.0,cash,6.08
368.0,alternatives,15.06
369.0,equity,48.8
369.0,bonds,25.0
369.0,cash,11.73
369.0,alternatives,14.46
370.0,equity,63.4
370.0,bonds,20.8
370.0,cash,5.73
370.0,alternatives,10.07
371.0,equity,24.0
371.0,bonds,47.06
371.0,cash,17.01
371.0,alternatives,11.94
372.0,equity,10.5
372.0,bonds,42.26
372.0,cash,16.57
372.0,alternatives,30.67
373.0,equity,27.7
373.0,bonds,36.95
373.0,cash,13.1
373.0,alternatives,22.25
374.0,equity,44.8
374.0,bonds,32.77
374.0,cash,5.59
374.0,alternatives,16.84
375.0,equity,23.6
375.0,bonds,42.23
375.0,cash,10.98
375.0,alternatives,23.19
376.0,equity,72.1
376.0,bonds,15.53
376.0,cash,3.25
376.0,alternatives,9.12
377.0,equity,51.7
377.0,bonds,29.63
377.0,cash,8.77
377.0,alternatives,9.9
378.0,equity,41.1
378.0,bonds,28.99
378.0,cash,12.69
378.0,alternatives,17.22
379.0,equity,30.9
379.0,bonds,31.62
379.0,cash,13.05
379.0,alternatives,24.43
380.0,equity,40.1
380.0,bonds,32.97
380.0,cash,6.35
380.0,alternatives,20.59
381.0,equity,86.7
381.0,bonds,6.65
381.0,cash,1.48
381.0,alternatives,5.17
382.0,equity,50.5
382.0,bonds,29.53
382.0,cash,10.19
382.0,alternatives,9.78
383.0,equity,32.5
383.0,bonds,31.58
383.0,cash,7.86
383.0,alternatives,28.06
384.0,equity,50.5
384.0,bonds,30.99
384.0,cash,6.44
384.0,alternatives,12.07
385.0,equity,38.0
385.0,bonds,31.67
385.0,cash,12.56
385.0,alternatives,17.77
386.0,equity,70.4
386.0,bonds,13.68
386.0,cash,7.17
386.0,alternatives,8.75
387.0,equity,51.0
387.0,bonds,22.28
387.0,cash,11.14
387.0,alternatives,15.58
388.0,equity,73.5
388.0,bonds,13.84
388.0,cash,3.25
388.0,alternatives,9.42
389.0,equity,65.5
389.0,bonds,18.13
389.0,cash,8.48
389.0,alternatives,7.89
390.0,equity,39.1
390.0,bonds,33.85
390.0,cash,6.63
390.0,alternatives,20.42
391.0,equity,50.4
391.0,bonds,31.66
391.0,cash,6.03
391.0,alternatives,11.91
392.0,equity,51.2
392.0,bonds,22.49
392.0,cash,5.21
392.0,alternatives,21.09
393.0,equity,56.6
393.0,bonds,26.7
393.0,cash,5.34
393.0,alternatives,11.36
394.0,equity,32.6
394.0,bonds,32.74
394.0,cash,16.29
394.0,alternatives,18.37
395.0,equity,25.5
395.0,bonds,42.64
395.0,cash,10.64
395.0,alternatives,21.22
396.0,equity,11.9
396.0,bonds,49.98
396.0,cash,12.02
396.0,alternatives,26.1
397.0,equity,51.2
397.0,bonds,26.78
397.0,cash,7.33
397.0,alternatives,14.69
398.0,equity,56.3
398.0,bonds,25.11
398.0,cash,9.34
398.0,alternatives,9.25
399.0,equity,61.7
399.0,bonds,19.9
399.0,cash,4.66
399.0,alternatives,13.74
400.0,equity,25.6
400.0,bonds,38.77
400.0,cash,15.9
400.0,alternatives,19.73
401.0,equity,31.0
401.0,bonds,41.91
401.0,cash,15.03
401.0,alternatives,12.06
402.0,equity,36.7
402.0,bonds,40.82
402.0,cash,14.16
402.0,alternatives,8.32
403.0,equity,39.4
403.0,bonds,39.01
403.0,cash,11.76
403.0,alternatives,9.83
404.0,equity,45.5
404.0,bonds,27.02
404.0,cash,10.42
404.0,alternatives,17.05
405.0,equity,56.1
405.0,bonds,21.49
405.0,cash,4.95
405.0,alternatives,17.46
406.0,equity,83.3
406.0,bonds,8.52
406.0,cash,2.58
406.0,alternatives,5.6
407.0,equity,45.3
407.0,bonds,32.37
407.0,cash,8.45
407.0,alternatives,13.88
408.0,equity,62.4
408.0,bonds,16.94
408.0,cash,8.93
408.0,alternatives,11.72
409.0,equity,35.1
409.0,bonds,36.86
409.0,cash,8.54
409.0,alternatives,19.5
410.0,equity,22.9
410.0,bonds,38.59
410.0,cash,9.15
410.0,alternatives,29.37
411.0,equity,40.1
411.0,bonds,37.82
411.0,cash,8.06
411.0,alternatives,14.03
412.0,equity,32.2
412.0,bonds,43.27
412.0,cash,9.47
412.0,alternatives,15.07
413.0,equity,34.3
413.0,bonds,40.07
413.0,cash,6.67
413.0,alternatives,18.96
414.0,equity,49.9
414.0,bonds,27.39
414.0,cash,7.78
414.0,alternatives,14.93
415.0,equity,22.3
415.0,bonds,40.16
415.0,cash,19.33
415.0,alternatives,18.2
416.0,equity,77.9
416.0,bonds,13.13
416.0,cash,3.06
416.0,alternatives,5.91
417.0,equity,46.6
417.0,bonds,32.07
417.0,cash,6.38
417.0,alternatives,14.96
418.0,equity,19.7
418.0,bonds,51.01
418.0,cash,13.17
418.0,alternatives,16.13
419.0,equity,53.8
419.0,bonds,22.55
419.0,cash,6.51
419.0,alternatives,17.14
420.0,equity,29.7
420.0,bonds,33.82
420.0,cash,16.84
420.0,alternatives,19.64
421.0,equity,61.9
421.0,bonds,19.48
421.0,cash,4.63
421.0,alternatives,14.0
422.0,equity,43.6
422.0,bonds,34.55
422.0,cash,7.44
422.0,alternatives,14.41
423.0,equity,36.1
423.0,bonds,29.96
423.0,cash,12.8
423.0,alternatives,21.15
424.0,equity,58.3
424.0,bonds,18.83
424.0,cash,9.38
424.0,alternatives,13.5
425.0,equity,38.0
425.0,bonds,34.88
425.0,cash,8.5
425.0,alternatives,18.63
426.0,equity,55.9
426.0,bonds,24.02
426.0,cash,6.15
426.0,alternatives,13.93
427.0,equity,56.4
427.0,bonds,24.27
427.0,cash,8.1
427.0,alternatives,11.23
428.0,equity,54.8
428.0,bonds,27.32
428.0,cash,7.68
428.0,alternatives,10.2
429.0,equity,52.4
429.0,bonds,28.91
429.0,cash,5.25
429.0,alternatives,13.44
430.0,equity,46.0
430.0,bonds,34.25
430.0,cash,6.9
430.0,alternatives,12.85
431.0,equity,22.2
431.0,bonds,48.03
431.0,cash,13.55
431.0,alternatives,16.22
432.0,equity,20.1
432.0,bonds,37.63
432.0,cash,12.3
432.0,alternatives,29.97
433.0,equity,65.4
433.0,bonds,21.92
433.0,cash,7.79
433.0,alternatives,4.88
434.0,equity,44.5
434.0,bonds,32.99
434.0,cash,8.71
434.0,alternatives,13.8
435.0,equity,39.2
435.0,bonds,34.52
435.0,cash,8.2
435.0,alternatives,18.08
436.0,equity,48.0
436.0,bonds,30.14
436.0,cash,7.24
436.0,alternatives,14.63
437.0,equity,15.2
437.0,bonds,52.22
437.0,cash,17.44
437.0,alternatives,15.14
438.0,equity,81.1
438.0,bonds,9.96
438.0,cash,3.76
438.0,alternatives,5.18
439.0,equity,53.4
439.0,bonds,24.0
439.0,cash,5.75
439.0,alternatives,16.85
440.0,equity,42.3
440.0,bonds,28.68
440.0,cash,8.12
440.0,alternatives,20.9
441.0,equity,37.9
441.0,bonds,30.76
441.0,cash,12.53
441.0,alternatives,18.81
442.0,equity,25.2
442.0,bonds,44.73
442.0,cash,12.61
442.0,alternatives,17.47
443.0,equity,36.8
443.0,bonds,40.93
443.0,cash,14.77
443.0,alternatives,7.51
444.0,equity,37.4
444.0,bonds,29.26
444.0,cash,10.58
444.0,alternatives,22.76
445.0,equity,57.0
445.0,bonds,27.16
445.0,cash,5.72
445.0,alternatives,10.12
446.0,equity,50.3
446.0,bonds,26.13
446.0,cash,12.03
446.0,alternatives,11.54
447.0,equity,22.4
447.0,bonds,46.96
447.0,cash,17.45
447.0,alternatives,13.19
448.0,equity,33.8
448.0,bonds,41.43
448.0,cash,8.32
448.0,alternatives,16.45
449.0,equity,64.8
449.0,bonds,20.76
449.0,cash,7.76
449.0,alternatives,6.68
450.0,equity,33.6
450.0,bonds,32.89
450.0,cash,7.07
450.0,alternatives,26.44
451.0,equity,66.7
451.0,bonds,16.17
451.0,cash,7.03
451.0,alternatives,10.09
452.0,equity,34.5
452.0,bonds,38.57
452.0,cash,15.31
452.0,alternatives,11.62
453.0,equity,44.0
453.0,bonds,28.75
453.0,cash,10.82
453.0,alternatives,16.43
454.0,equity,52.3
454.0,bonds,21.72
454.0,cash,11.46
454.0,alternatives,14.52
455.0,equity,13.2
455.0,bonds,48.69
455.0,cash,18.42
455.0,alternatives,19.69
456.0,equity,80.2
456.0,bonds,10.03
456.0,cash,2.22
456.0,alternatives,7.54
457.0,equity,52.5
457.0,bonds,21.97
457.0,cash,10.55
457.0,alternatives,14.97
458.0,equity,42.9
458.0,bonds,27.43
458.0,cash,12.77
458.0,alternatives,16.9
459.0,equity,48.8
459.0,bonds,25.76
459.0,cash,9.28
459.0,alternatives,16.17
460.0,equity,54.0
460.0,bonds,23.11
460.0,cash,4.95
460.0,alternatives,17.94
461.0,equity,67.5
461.0,bonds,18.15
461.0,cash,5.04
461.0,alternatives,9.31
462.0,equity,40.3
462.0,bonds,32.06
462.0,cash,11.36
462.0,alternatives,16.28
463.0,equity,77.3
463.0,bonds,11.64
463.0,cash,4.19
463.0,alternatives,6.87
464.0,equity,33.7
464.0,bonds,38.56
464.0,cash,7.52
464.0,alternatives,20.22
465.0,equity,50.2
465.0,bonds,25.9
465.0,cash,5.65
465.0,alternatives,18.25
466.0,equity,64.6
466.0,bonds,15.98
466.0,cash,3.81
466.0,alternatives,15.61
467.0,equity,32.4
467.0,bonds,38.43
467.0,cash,7.61
467.0,alternatives,21.56
468.0,equity,50.1
468.0,bonds,31.12
468.0,cash,10.67
468.0,alternatives,8.1
469.0,equity,54.0
469.0,bonds,20.78
469.0,cash,8.56
469.0,alternatives,16.66
470.0,equity,31.3
470.0,bonds,31.06
470.0,cash,8.0
470.0,alternatives,29.65
471.0,equity,49.7
471.0,bonds,32.58
471.0,cash,8.48
471.0,alternatives,9.24
472.0,equity,53.0
472.0,bonds,21.41
472.0,cash,10.69
472.0,alternatives,14.9
473.0,equity,35.5
473.0,bonds,40.86
473.0,cash,11.76
473.0,alternatives,11.89
474.0,equity,49.6
474.0,bonds,29.8
474.0,cash,10.94
474.0,alternatives,9.67
475.0,equity,41.1
475.0,bonds,35.16
475.0,cash,10.26
475.0,alternatives,13.48
476.0,equity,50.4
476.0,bonds,30.58
476.0,cash,8.88
476.0,alternatives,10.14
477.0,equity,55.0
477.0,bonds,22.59
477.0,cash,4.53
477.0,alternatives,17.89
478.0,equity,42.7
478.0,bonds,29.89
478.0,cash,6.44
478.0,alternatives,20.97
479.0,equity,67.1
479.0,bonds,15.22
479.0,cash,5.61
479.0,alternatives,12.07
480.0,equity,28.1
480.0,bonds,45.93
480.0,cash,8.33
480.0,alternatives,17.65
481.0,equity,30.7
481.0,bonds,34.98
481.0,cash,15.56
481.0,alternatives,18.76
482.0,equity,41.2
482.0,bonds,31.19
482.0,cash,12.57
482.0,alternatives,15.04
483.0,equity,58.7
483.0,bonds,23.06
483.0,cash,7.87
483.0,alternatives,10.36
484.0,equity,18.0
484.0,bonds,39.54
484.0,cash,12.53
484.0,alternatives,29.92
485.0,equity,64.3
485.0,bonds,20.5
485.0,cash,3.71
485.0,alternatives,11.48
486.0,equity,55.0
486.0,bonds,21.94
486.0,cash,7.11
486.0,alternatives,15.95
487.0,equity,50.6
487.0,bonds,28.89
487.0,cash,8.72
487.0,alternatives,11.79
488.0,equity,58.7
488.0,bonds,24.52
488.0,cash,8.63
488.0,alternatives,8.15
489.0,equity,56.6
489.0,bonds,19.8
489.0,cash,10.21
489.0,alternatives,13.39
490.0,equity,43.8
490.0,bonds,34.55
490.0,cash,7.91
490.0,alternatives,13.74
491.0,equity,48.6
491.0,bonds,28.11
491.0,cash,7.52
491.0,alternatives,15.77
492.0,equity,35.0
492.0,bonds,41.04
492.0,cash,10.23
492.0,alternatives,13.73
493.0,equity,48.4
493.0,bonds,27.31
493.0,cash,12.22
493.0,alternatives,12.07
494.0,equity,37.8
494.0,bonds,35.46
494.0,cash,7.51
494.0,alternatives,19.23
495.0,equity,34.6
495.0,bonds,37.62
495.0,cash,14.33
495.0,alternatives,13.45
496.0,equity,21.8
496.0,bonds,40.47
496.0,cash,14.0
496.0,alternatives,23.72
497.0,equity,55.5
497.0,bonds,25.6
497.0,cash,7.86
497.0,alternatives,11.04
498.0,equity,21.7
498.0,bonds,50.88
498.0,cash,13.78
498.0,alternatives,13.64
499.0,equity,46.7
499.0,bonds,30.84
499.0,cash,11.67
499.0,alternatives,10.78
500.0,equity,33.6
500.0,bonds,31.69
500.0,cash,7.08
500.0,alternatives,27.63
501.0,equity,48.7
501.0,bonds,33.07
501.0,cash,10.76
501.0,alternatives,7.47
502.0,equity,65.8
502.0,bonds,18.08
502.0,cash,3.51
502.0,alternatives,12.61
503.0,equity,66.1
503.0,bonds,16.38
503.0,cash,3.44
503.0,alternatives,14.08
504.0,equity,69.6
504.0,bonds,16.09
504.0,cash,5.57
504.0,alternatives,8.74
505.0,equity,78.9
505.0,bonds,10.17
505.0,cash,4.14
505.0,alternatives,6.79
506.0,equity,33.1
506.0,bonds,42.87
506.0,cash,16.63
506.0,alternatives,7.4
507.0,equity,67.8
507.0,bonds,19.86
507.0,cash,5.36
507.0,alternatives,6.98
508.0,equity,26.6
508.0,bonds,41.07
508.0,cash,12.88
508.0,alternatives,19.45
509.0,equity,63.4
509.0,bonds,17.61
509.0,cash,8.35
509.0,alternatives,10.64
510.0,equity,47.8
510.0,bonds,30.55
510.0,cash,10.22
510.0,alternatives,11.44
511.0,equity,36.2
511.0,bonds,31.52
511.0,cash,7.85
511.0,alternatives,24.43
512.0,equity,63.9
512.0,bonds,22.55
512.0,cash,4.58
512.0,alternatives,8.97
513.0,equity,57.3
513.0,bonds,19.84
513.0,cash,8.28
513.0,alternatives,14.58
514.0,equity,68.2
514.0,bonds,18.79
514.0,cash,3.75
514.0,alternatives,9.26
515.0,equity,59.4
515.0,bonds,19.95
515.0,cash,8.86
515.0,alternatives,11.79
516.0,equity,56.0
516.0,bonds,27.98
516.0,cash,7.54
516.0,alternatives,8.47
517.0,equity,57.3
517.0,bonds,25.98
517.0,cash,6.32
517.0,alternatives,10.41
518.0,equity,58.4
518.0,bonds,24.57
518.0,cash,7.64
518.0,alternatives,9.39
519.0,equity,49.0
519.0,bonds,31.55
519.0,cash,11.04
519.0,alternatives,8.41
520.0,equity,52.9
520.0,bonds,23.87
520.0,cash,5.77
520.0,alternatives,17.46
521.0,equity,62.8
521.0,bonds,22.75
521.0,cash,3.9
521.0,alternatives,10.55
522.0,equity,14.8
522.0,bonds,49.91
522.0,cash,14.6
522.0,alternatives,20.69
523.0,equity,50.2
523.0,bonds,23.16
523.0,cash,10.12
523.0,alternatives,16.52
524.0,equity,18.9
524.0,bonds,44.33
524.0,cash,18.57
524.0,alternatives,18.2
525.0,equity,49.3
525.0,bonds,24.93
525.0,cash,5.09
525.0,alternatives,20.68
526.0,equity,71.9
526.0,bonds,13.38
526.0,cash,3.95
526.0,alternatives,10.78
527.0,equity,36.4
527.0,bonds,36.92
527.0,cash,9.82
527.0,alternatives,16.86
528.0,equity,51.3
528.0,bonds,23.07
528.0,cash,12.04
528.0,alternatives,13.59
529.0,equity,59.5
529.0,bonds,19.1
529.0,cash,6.21
529.0,alternatives,15.19
530.0,equity,13.2
530.0,bonds,54.28
530.0,cash,17.18
530.0,alternatives,15.35
531.0,equity,46.0
531.0,bonds,27.75
531.0,cash,13.26
531.0,alternatives,12.99
532.0,equity,47.3
532.0,bonds,29.0
532.0,cash,5.33
532.0,alternatives,18.37
533.0,equity,35.3
533.0,bonds,29.19
533.0,cash,15.6
533.0,alternatives,19.9
534.0,equity,33.6
534.0,bonds,33.61
534.0,cash,14.73
534.0,alternatives,18.06
535.0,equity,54.5
535.0,bonds,20.87
535.0,cash,5.55
535.0,alternatives,19.08
536.0,equity,54.6
536.0,bonds,28.21
536.0,cash,11.31
536.0,alternatives,5.88
537.0,equity,62.6
537.0,bonds,17.22
537.0,cash,4.68
537.0,alternatives,15.5
538.0,equity,57.8
538.0,bonds,25.09
538.0,cash,7.57
538.0,alternatives,9.54
539.0,equity,40.4
539.0,bonds,31.66
539.0,cash,7.7
539.0,alternatives,20.24
540.0,equity,63.0
540.0,bonds,23.65
540.0,cash,4.66
540.0,alternatives,8.7
541.0,equity,41.0
541.0,bonds,29.68
541.0,cash,8.77
541.0,alternatives,20.55
542.0,equity,55.1
542.0,bonds,21.45
542.0,cash,8.1
542.0,alternatives,15.35
543.0,equity,46.9
543.0,bonds,27.52
543.0,cash,10.15
543.0,alternatives,15.43
544.0,equity,68.2
544.0,bonds,16.65
544.0,cash,3.74
544.0,alternatives,11.42
545.0,equity,88.7
545.0,bonds,7.06
545.0,cash,1.99
545.0,alternatives,2.25
546.0,equity,54.3
546.0,bonds,23.51
546.0,cash,4.68
546.0,alternatives,17.51
547.0,equity,36.4
547.0,bonds,36.22
547.0,cash,13.83
547.0,alternatives,13.55
548.0,equity,33.2
548.0,bonds,38.74
548.0,cash,14.57
548.0,alternatives,13.48
549.0,equity,84.8
549.0,bonds,7.31
549.0,cash,3.74
549.0,alternatives,4.15
550.0,equity,70.6
550.0,bonds,14.47
550.0,cash,4.12
550.0,alternatives,10.81
551.0,equity,63.7
551.0,bonds,20.05
551.0,cash,3.66
551.0,alternatives,12.59
552.0,equity,33.0
552.0,bonds,36.08
552.0,cash,8.67
552.0,alternatives,22.25
553.0,equity,49.4
553.0,bonds,30.35
553.0,cash,10.81
553.0,alternatives,9.44
554.0,equity,26.5
554.0,bonds,42.13
554.0,cash,12.0
554.0,alternatives,19.37
555.0,equity,51.3
555.0,bonds,24.94
555.0,cash,10.91
555.0,alternatives,12.85
556.0,equity,80.0
556.0,bonds,11.03
556.0,cash,3.49
556.0,alternatives,5.48
557.0,equity,69.6
557.0,bonds,14.37
557.0,cash,4.04
557.0,alternatives,11.99
558.0,equity,57.4
558.0,bonds,22.24
558.0,cash,8.73
558.0,alternatives,11.63
559.0,equity,35.1
559.0,bonds,40.18
559.0,cash,16.16
559.0,alternatives,8.57
560.0,equity,38.0
560.0,bonds,33.2
560.0,cash,10.41
560.0,alternatives,18.39
561.0,equity,79.0
561.0,bonds,12.67
561.0,cash,3.11
561.0,alternatives,5.22
562.0,equity,27.8
562.0,bonds,40.3
562.0,cash,14.55
562.0,alternatives,17.35
563.0,equity,45.4
563.0,bonds,27.15
563.0,cash,7.75
563.0,alternatives,19.7
564.0,equity,63.4
564.0,bonds,19.08
564.0,cash,6.83
564.0,alternatives,10.69
565.0,equity,51.8
565.0,bonds,24.3
565.0,cash,6.33
565.0,alternatives,17.58
566.0,equity,81.8
566.0,bonds,8.73
566.0,cash,4.03
566.0,alternatives,5.44
567.0,equity,39.8
567.0,bonds,37.76
567.0,cash,14.19
567.0,alternatives,8.25
568.0,equity,32.7
568.0,bonds,41.34
568.0,cash,8.12
568.0,alternatives,17.84
569.0,equity,68.3
569.0,bonds,14.88
569.0,cash,5.54
569.0,alternatives,11.27
570.0,equity,24.8
570.0,bonds,41.68
570.0,cash,15.79
570.0,alternatives,17.73
571.0,equity,51.2
571.0,bonds,24.14
571.0,cash,11.69
571.0,alternatives,12.97
572.0,equity,46.2
572.0,bonds,27.54
572.0,cash,10.04
572.0,alternatives,16.21
573.0,equity,59.3
573.0,bonds,25.35
573.0,cash,7.27
573.0,alternatives,8.08
574.0,equity,50.5
574.0,bonds,29.74
574.0,cash,10.51
574.0,alternatives,9.25
575.0,equity,52.9
575.0,bonds,28.64
575.0,cash,10.44
575.0,alternatives,8.02
576.0,equity,57.9
576.0,bonds,22.25
576.0,cash,6.51
576.0,alternatives,13.34
577.0,equity,64.8
577.0,bonds,21.5
577.0,cash,6.58
577.0,alternatives,7.12
578.0,equity,70.8
578.0,bonds,16.69
578.0,cash,4.72
578.0,alternatives,7.79
579.0,equity,65.7
579.0,bonds,16.82
579.0,cash,5.78
579.0,alternatives,11.7
580.0,equity,46.1
580.0,bonds,34.71
580.0,cash,7.74
580.0,alternatives,11.45
581.0,equity,32.6
581.0,bonds,34.0
581.0,cash,8.06
581.0,alternatives,25.34
582.0,equity,34.6
582.0,bonds,35.72
582.0,cash,9.37
582.0,alternatives,20.31
583.0,equity,55.9
583.0,bonds,25.91
583.0,cash,5.3
583.0,alternatives,12.89
584.0,equity,36.1
584.0,bonds,31.92
584.0,cash,6.98
584.0,alternatives,25.0
585.0,equity,59.7
585.0,bonds,18.47
585.0,cash,8.95
585.0,alternatives,12.88
586.0,equity,65.3
586.0,bonds,21.9
586.0,cash,7.45
586.0,alternatives,5.35
587.0,equity,63.7
587.0,bonds,22.62
587.0,cash,4.1
587.0,alternatives,9.58
588.0,equity,57.6
588.0,bonds,26.7
588.0,cash,7.2
588.0,alternatives,8.5
589.0,equity,33.0
589.0,bonds,40.45
589.0,cash,12.89
589.0,alternatives,13.66
590.0,equity,85.6
590.0,bonds,7.49
590.0,cash,2.01
590.0,alternatives,4.9
591.0,equity,45.6
591.0,bonds,25.77
591.0,cash,8.81
591.0,alternatives,19.83
592.0,equity,26.1
592.0,bonds,40.56
592.0,cash,18.29
592.0,alternatives,15.05
593.0,equity,73.5
593.0,bonds,12.12
593.0,cash,5.0
593.0,alternatives,9.38
594.0,equity,51.1
594.0,bonds,27.14
594.0,cash,5.06
594.0,alternatives,16.7
595.0,equity,5.0
595.0,bonds,49.02
